time_of_day,2014-11-28,2014-12-01,2014-12-02,2014-12-03,2014-12-04,2014-12-05,2014-12-08,2014-12-09,2014-12-10,2014-12-11,2014-12-12,2014-12-15,2014-12-16,2014-12-17
15:43:00,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,
15:44:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,10.0,7.0,
15:45:00,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,10.0,6.0,
15:46:00,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,6.0,
15:47:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,9.0,5.0,
15:48:00,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,4.0,
15:49:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,3.0,
15:50:00,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,
15:51:00,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
15:52:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.0,14.0,
15:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,2.0,13.0,
15:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,
15:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,
15:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,
15:57:00,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,
15:58:00,8.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0,9.0,9.0,
15:59:00,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,
16:00:00,6.0,7.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,6.0,8.0,7.0,7.0,
16:01:00,5.0,5.0,5.0,5.0,5.0,6.0,9.0,5.0,5.0,5.0,7.0,6.0,6.0,
16:02:00,4.0,4.0,4.0,4.0,4.0,5.0,10.0,4.0,4.0,4.0,6.0,5.0,5.0,
16:03:00,3.0,4.0,3.0,3.0,3.0,4.0,9.0,3.0,3.0,3.0,5.0,4.0,4.0,
16:04:00,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,4.0,2.0,3.0,
16:05:00,0.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,
16:06:00,15.0,0.0,15.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,
16:07:00,14.0,14.0,14.0,14.0,14.0,2.0,3.0,14.0,14.0,15.0,0.0,15.0,15.0,
16:08:00,13.0,13.0,13.0,13.0,13.0,0.0,2.0,13.0,13.0,13.0,13.0,14.0,13.0,
16:09:00,12.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,12.0,13.0,13.0,
16:10:00,11.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,12.0,
16:11:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
16:12:00,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,
16:13:00,10.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,10.0,8.0,8.0,
16:14:00,9.0,7.0,9.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,10.0,7.0,8.0,
16:15:00,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,6.0,6.0,9.0,7.0,6.0,
16:16:00,5.0,5.0,6.0,5.0,5.0,5.0,6.0,8.0,5.0,5.0,6.0,5.0,5.0,
16:17:00,4.0,4.0,5.0,4.0,4.0,4.0,6.0,8.0,4.0,4.0,5.0,4.0,4.0,
16:18:00,3.0,3.0,4.0,3.0,3.0,3.0,5.0,10.0,3.0,3.0,4.0,3.0,3.0,
16:19:00,2.0,2.0,3.0,2.0,2.0,2.0,4.0,10.0,2.0,3.0,3.0,2.0,2.0,
16:20:00,0.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,
16:21:00,0.0,0.0,0.0,0.0,15.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,
16:22:00,14.0,14.0,14.0,14.0,14.0,14.0,0.0,9.0,14.0,14.0,0.0,14.0,15.0,
16:23:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,6.0,13.0,13.0,14.0,14.0,14.0,
16:24:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,13.0,13.0,
16:25:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,11.0,11.0,11.0,11.0,11.0,
16:26:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,11.0,10.0,
16:27:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,10.0,10.0,9.0,
16:28:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,10.0,9.0,9.0,
16:29:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,10.0,7.0,8.0,
16:30:00,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,10.0,7.0,7.0,
16:31:00,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,6.0,5.0,10.0,6.0,5.0,
16:32:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,5.0,4.0,9.0,5.0,4.0,
16:33:00,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,7.0,4.0,4.0,
16:34:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,3.0,2.0,
16:35:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,
16:36:00,15.0,15.0,15.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,
16:37:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2.0,14.0,14.0,2.0,14.0,14.0,
16:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,13.0,13.0,1.0,14.0,13.0,
16:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,13.0,12.0,
16:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
16:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,
16:42:00,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,
16:43:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,
16:44:00,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,
16:45:00,6.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,
16:46:00,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,9.0,
16:47:00,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,8.0,
16:48:00,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,6.0,
16:49:00,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,
16:50:00,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,4.0,
16:51:00,15.0,15.0,0.0,15.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,
16:52:00,14.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,14.0,14.0,2.0,
16:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1.0,
16:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,
16:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,
16:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
16:57:00,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,
16:58:00,8.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,
16:59:00,7.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,
17:00:00,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
17:01:00,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,
17:02:00,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,
17:03:00,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,
17:04:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,
17:05:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,
17:06:00,16.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:07:00,16.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,
17:08:00,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,
17:09:00,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,
17:10:00,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,
17:11:00,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,
17:12:00,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
17:13:00,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
17:14:00,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,
17:15:00,7.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,
17:16:00,6.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,
17:17:00,5.0,5.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,
17:18:00,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,
17:19:00,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,
17:20:00,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,
17:21:00,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,
17:22:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
17:23:00,14.0,14.0,14.0,15.0,15.0,15.0,0.0,15.0,0.0,15.0,15.0,15.0,0.0,
17:24:00,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,
17:25:00,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,
17:26:00,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,
17:27:00,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
17:28:00,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
17:29:00,8.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,
17:30:00,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,
17:31:00,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
17:32:00,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
17:33:00,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
17:34:00,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
17:35:00,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,
17:36:00,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,
17:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
17:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,
17:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,
17:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,
17:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,
17:42:00,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,
17:43:00,10.0,9.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,
17:44:00,9.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
17:45:00,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,
17:46:00,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,
17:47:00,5.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,
17:48:00,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,
17:49:00,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,
17:50:00,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,
17:51:00,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,1.0,
17:52:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,14.0,0.0,0.0,
17:53:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,
17:54:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,
17:55:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,
17:56:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,
17:57:00,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,
17:58:00,8.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,
17:59:00,7.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,
18:00:00,6.0,6.0,10.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,
18:01:00,5.0,5.0,9.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,
18:02:00,4.0,4.0,7.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,
18:03:00,3.0,3.0,6.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,
18:04:00,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,
18:05:00,1.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,
18:06:00,0.0,0.0,3.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:07:00,14.0,14.0,2.0,14.0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,
18:08:00,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,14.0,13.0,
18:09:00,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,
18:10:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,
18:11:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,
18:12:00,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,
18:13:00,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,
18:14:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,
18:15:00,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
18:16:00,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,
18:17:00,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,
18:18:00,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,
18:19:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,
18:20:00,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,
18:21:00,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
18:22:00,14.0,14.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.0,
18:23:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,
18:24:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,
18:25:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,2.0,
18:26:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,
18:27:00,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,
18:28:00,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,
18:29:00,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,
18:30:00,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,
18:31:00,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,
18:32:00,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,
18:33:00,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,
18:34:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,
18:35:00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,
18:36:00,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:37:00,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,14.0,15.0,15.0,
18:38:00,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,
18:39:00,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,13.0,13.0,
18:40:00,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,12.0,
18:41:00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,
18:42:00,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,11.0,9.0,9.0,10.0,
18:43:00,8.0,8.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,
18:44:00,7.0,7.0,7.0,7.0,10.0,7.0,7.0,8.0,7.0,8.0,10.0,9.0,9.0,
18:45:00,6.0,6.0,6.0,6.0,10.0,7.0,6.0,6.0,6.0,8.0,9.0,7.0,7.0,
18:46:00,5.0,5.0,5.0,5.0,9.0,6.0,5.0,6.0,5.0,8.0,6.0,6.0,7.0,
18:47:00,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,9.0,5.0,5.0,6.0,
18:48:00,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,9.0,4.0,4.0,4.0,
18:49:00,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,7.0,3.0,3.0,3.0,
18:50:00,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,
18:51:00,,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,
18:52:00,,,,,0.0,,,,,4.0,0.0,,0.0,
18:53:00,,,,,,,,,,2.0,,,,
18:54:00,,,,,,,,,,1.0,,,,
18:55:00,,,,,,,,,,0.0,,,,
