,num_posts
2010-04-23,6239
2010-04-22,6850
2010-04-21,6690
2010-04-20,6626
2010-04-27,7011
2010-04-26,6326
2010-04-25,3235
2010-04-24,3381
2010-04-29,6524
2010-04-28,6816
2013-03-10,10064
2013-03-11,18248
2013-03-12,20210
2013-03-13,20547
2013-03-14,20172
2013-03-15,18302
2012-01-28,6911
2012-01-29,7012
2010-03-17,6497
2012-01-27,12204
2010-03-15,5900
2010-03-14,3210
2012-01-22,6936
2012-01-23,12386
2010-03-11,6759
2010-03-10,6886
2013-11-30,10281
2013-12-26,13075
2012-06-01,13613
2012-06-03,6837
2012-06-02,6929
2012-06-05,14190
2012-06-04,12680
2012-06-07,14924
2012-06-06,14744
2012-06-09,6867
2012-06-08,13486
2013-08-20,18746
2013-08-21,19583
2013-08-22,19886
2013-08-23,17997
2013-08-24,9144
2013-08-25,8941
2013-08-26,17091
2013-08-27,19009
2013-08-28,19634
2013-08-29,19440
2010-11-10,8991
2010-11-11,8830
2010-11-12,8254
2010-11-13,4574
2010-11-14,4372
2010-11-15,8266
2010-11-16,8862
2010-11-17,8858
2010-11-18,9091
2010-11-19,8315
2013-12-12,20977
2013-12-13,18230
2013-12-10,21239
2013-12-11,21275
2013-12-16,18694
2013-12-17,20341
2013-12-14,9845
2013-12-15,9899
2013-12-18,20580
2013-12-19,19877
2010-08-16,7335
2010-08-17,8258
2010-08-14,3652
2010-08-15,3548
2010-08-12,7812
2010-08-13,7176
2010-08-10,8029
2010-08-11,8104
2010-08-18,8389
2010-08-19,8265
2010-12-15,9260
2010-12-14,9277
2010-12-17,7897
2010-12-16,8925
2010-12-11,4580
2010-12-10,8475
2010-12-13,8491
2010-12-12,4382
2010-12-19,4333
2010-12-18,4349
2013-11-13,21099
2013-11-12,20764
2013-11-11,18630
2013-11-10,10304
2013-11-17,10540
2013-11-16,10760
2013-11-15,18880
2013-11-14,20767
2013-11-19,20930
2013-11-18,19447
2011-09-30,10787
2012-10-31,15879
2012-10-30,15051
2012-05-17,14208
2011-12-10,6519
2011-12-11,6515
2011-12-12,12207
2011-12-13,13143
2011-12-14,13367
2011-12-15,12798
2011-12-16,11525
2011-12-17,6248
2011-12-18,5973
2011-12-19,11496
2009-07-31,4555
2009-07-30,5257
2013-04-28,9545
2013-04-29,17663
2013-04-24,19839
2013-04-25,19214
2013-04-26,17287
2013-04-27,9446
2013-04-20,9721
2013-04-21,9286
2013-04-22,17902
2013-04-23,19123
2009-03-20,3191
2009-03-21,1570
2009-03-22,1336
2009-03-23,3259
2009-03-24,3442
2009-03-25,3542
2009-03-26,3353
2009-03-27,3218
2009-03-28,1591
2009-03-29,1559
2011-11-22,13229
2011-11-23,13008
2011-11-24,11099
2011-11-25,9979
2011-11-26,6275
2010-05-18,7042
2010-05-15,3134
2012-03-25,7100
2010-05-17,6638
2013-07-09,19203
2010-05-16,3334
2013-07-03,19188
2010-05-11,6687
2013-07-01,16448
2013-07-07,7820
2013-07-06,8184
2013-07-05,16247
2010-05-10,6372
2010-05-13,6195
2012-08-30,16257
2012-03-23,13444
2014-01-06,18181
2009-02-12,3902
2014-01-04,11577
2014-01-05,10789
2014-01-02,17038
2014-01-03,18116
2014-01-01,8713
2014-01-08,21870
2014-01-09,21825
2012-08-20,13523
2009-02-13,3256
2013-03-07,20209
2013-03-06,20587
2013-03-05,19643
2013-03-04,17832
2013-03-03,9770
2013-03-02,10053
2013-03-01,17742
2012-01-31,13980
2012-01-30,12573
2013-03-09,9978
2013-03-08,17931
2010-07-19,7190
2010-07-18,3430
2010-07-13,8128
2010-07-12,6878
2010-07-11,3312
2010-07-10,3524
2010-07-17,3601
2010-07-16,7374
2010-07-15,8147
2010-07-14,7774
2011-07-29,11274
2011-07-28,12592
2011-07-23,5795
2011-07-22,11286
2011-07-21,12442
2011-07-20,12377
2011-07-27,12753
2011-07-26,12251
2011-07-25,11478
2011-07-24,5600
2012-06-30,6979
2013-08-31,9091
2013-08-30,17129
2010-11-07,3933
2010-11-06,4037
2010-11-05,7523
2010-11-04,8351
2010-11-03,8341
2010-11-02,7878
2010-11-01,7096
2010-11-09,9346
2010-11-08,7693
2013-12-01,9893
2013-12-03,20533
2013-12-02,18455
2013-12-05,21210
2013-12-04,21039
2013-12-07,10620
2013-12-06,19292
2013-12-09,19322
2013-12-08,10691
2010-08-05,8018
2010-08-04,7916
2010-08-07,3368
2010-08-06,7281
2010-08-01,3468
2010-08-03,7652
2010-08-02,7254
2010-08-09,7245
2010-08-08,3478
2010-12-28,6671
2010-12-29,7244
2010-12-20,7890
2010-12-21,8509
2010-12-22,8432
2010-12-23,7357
2010-12-24,4566
2010-12-25,2975
2010-12-26,3214
2010-12-27,5873
2009-09-28,4403
2009-09-29,4895
2009-09-22,4864
2009-09-23,4977
2009-09-20,2153
2009-09-21,4415
2009-09-26,2033
2009-09-27,2058
2009-09-24,4675
2009-09-25,4477
2011-09-29,11551
2011-09-28,12040
2011-09-21,12697
2011-09-20,12323
2011-09-23,11247
2011-09-22,12595
2011-09-25,5673
2011-09-24,5779
2011-09-27,12140
2011-09-26,11354
2008-08-02,122
2008-08-03,167
2008-08-01,157
2008-08-06,568
2008-08-07,648
2008-08-04,388
2008-08-05,594
2008-08-08,522
2008-08-09,267
2010-10-20,8067
2010-10-21,8358
2010-10-26,7915
2010-10-27,8407
2011-12-07,13612
2011-12-06,13009
2011-12-05,11977
2011-12-04,6466
2011-12-03,6706
2011-12-02,12278
2011-12-01,13179
2010-10-25,7510
2011-12-09,11764
2011-12-08,12933
2013-04-30,17620
2009-03-31,3209
2009-03-30,3209
2011-11-30,13315
2012-08-29,16001
2012-08-28,15257
2012-08-21,15155
2009-05-31,1891
2012-08-23,15662
2012-08-22,15529
2012-08-25,7237
2012-08-24,13981
2012-08-27,13814
2009-05-30,1963
2014-01-15,22028
2014-01-14,20781
2014-01-17,21030
2014-01-16,22308
2014-01-11,11557
2014-01-10,20814
2014-01-13,19699
2014-01-12,11232
2014-01-19,1365
2014-01-18,12256
2012-01-01,4590
2012-01-02,8706
2012-01-03,11883
2012-01-04,13326
2012-01-05,13689
2012-01-06,12454
2012-01-07,7020
2012-01-08,7249
2012-01-09,12357
2009-02-18,3394
2009-02-19,3414
2012-02-29,14642
2012-02-28,15003
2012-02-27,13578
2012-02-26,7948
2012-02-25,8180
2012-02-24,13949
2012-02-23,15736
2012-02-22,15397
2009-02-14,1415
2012-02-20,13427
2011-07-01,10293
2012-02-14,13896
2011-07-02,5129
2011-07-05,11406
2011-07-04,9141
2009-11-23,5487
2012-06-29,13442
2012-06-28,15345
2011-07-07,12282
2012-06-23,7060
2012-06-22,14434
2012-06-21,15813
2011-07-06,12235
2012-06-27,15993
2012-06-26,15847
2012-06-25,14215
2012-06-24,6917
2012-05-02,14923
2012-09-30,7112
2013-09-18,19389
2013-09-19,19457
2013-09-12,19620
2013-09-13,17880
2013-09-10,18735
2013-09-11,19293
2013-09-16,17585
2013-09-17,19338
2013-09-14,8996
2013-09-15,9456
2013-12-30,15583
2013-12-31,12852
2013-03-16,10179
2013-03-17,9763
2012-05-16,15100
2010-12-31,4755
2010-12-30,7130
2013-03-18,18006
2009-09-30,4900
2013-03-24,10122
2010-08-30,6925
2010-08-31,7697
2013-03-27,18960
2013-03-26,19170
2011-09-18,5583
2011-09-19,11281
2011-09-14,12328
2011-09-15,12228
2011-09-16,10776
2011-09-17,6045
2011-09-10,5836
2011-09-11,5717
2011-09-12,11253
2011-09-13,12250
2009-05-26,4129
2009-05-27,4489
2008-08-13,622
2008-08-12,595
2008-08-15,681
2008-08-14,738
2008-08-17,335
2008-08-16,281
2008-08-19,1093
2008-08-18,810
2013-03-22,18069
2009-05-28,4466
2009-05-29,4176
2013-08-12,17713
2012-08-18,7347
2012-08-19,6593
2012-08-14,15773
2012-08-15,14075
2012-08-16,15326
2012-08-17,14016
2012-08-10,14482
2012-08-11,6689
2012-08-12,6950
2012-08-13,14416
2013-10-10,20107
2013-10-11,17897
2013-10-15,18828
2012-01-17,13372
2009-01-23,2929
2012-01-15,6888
2012-01-14,6455
2012-01-13,12630
2012-01-12,13483
2012-01-11,13820
2009-01-25,1181
2009-01-28,3162
2009-01-29,3232
2012-01-19,13647
2012-01-18,13730
2008-12-16,2394
2008-12-17,2644
2008-12-14,888
2008-12-15,2200
2008-12-12,2318
2008-12-13,1051
2008-12-10,2491
2008-12-11,2566
2008-12-18,2520
2008-12-19,2252
2011-01-30,5414
2011-01-31,9737
2009-02-09,3168
2009-02-08,1482
2009-02-01,1540
2009-02-03,3240
2009-02-02,2874
2009-02-05,3718
2009-02-04,3525
2009-02-07,1616
2009-02-06,3351
2010-06-30,7452
2013-02-28,19810
2013-02-22,17958
2013-02-23,10184
2013-02-20,19229
2013-02-21,19289
2013-02-26,19596
2013-02-27,19842
2013-02-24,9342
2013-02-25,17704
2013-09-09,16224
2013-09-08,8993
2013-09-01,8622
2013-09-03,18013
2013-09-02,15390
2013-09-05,18999
2013-09-04,19229
2013-09-07,9120
2013-09-06,17520
2013-12-29,9253
2013-12-28,9557
2013-12-23,14956
2013-12-22,9068
2013-12-21,9321
2013-12-20,17056
2013-12-27,14335
2013-02-11,16460
2013-12-25,8396
2013-12-24,12770
2010-02-28,3210
2013-02-10,9448
2010-02-21,3213
2010-02-20,3174
2010-02-23,6430
2010-02-22,6128
2010-02-25,6704
2010-02-24,6767
2010-02-27,3251
2010-02-26,5880
2013-02-19,19287
2009-09-08,4757
2009-09-09,5081
2009-09-04,4615
2009-09-05,2132
2009-09-06,2133
2009-09-07,3623
2009-09-01,4525
2009-09-02,4638
2009-09-03,5020
2010-10-28,8089
2010-10-29,7408
2010-08-29,3570
2010-08-28,3586
2010-08-27,7299
2010-08-26,8177
2010-08-25,7914
2010-08-24,8111
2010-08-23,7449
2010-08-22,3875
2010-08-21,3353
2010-08-20,7241
2011-09-03,5341
2011-09-02,10533
2011-09-01,11276
2011-09-07,12280
2011-09-06,11826
2011-09-05,9285
2011-09-04,5415
2011-09-09,10958
2011-09-08,12116
2012-12-15,7789
2008-08-24,463
2008-08-25,959
2008-08-26,1269
2008-08-27,1428
2008-08-20,1119
2008-08-21,1268
2008-08-22,1278
2008-08-23,569
2012-12-13,16736
2008-08-28,1477
2008-08-29,1256
2012-12-12,17082
2012-12-11,16215
2012-12-10,15202
2013-03-21,19726
2013-03-20,20474
2008-11-28,1623
2008-11-29,972
2008-11-26,2489
2008-11-27,1758
2008-11-24,2167
2008-11-25,2578
2008-11-22,1000
2008-11-23,960
2008-11-20,2497
2008-11-21,2321
2012-08-03,14706
2012-08-02,15570
2012-08-01,15721
2012-08-07,15503
2012-08-06,13979
2012-08-05,6994
2012-08-04,6917
2012-08-09,15833
2012-08-08,16255
2009-01-31,1536
2009-01-30,2979
2012-07-23,14668
2008-12-05,2267
2008-12-04,2594
2008-12-07,977
2008-12-06,1049
2008-12-01,2162
2008-12-03,2491
2008-12-02,2475
2008-12-09,2499
2008-12-08,2265
2011-05-15,5631
2011-01-21,9613
2011-01-20,10475
2011-01-23,5240
2011-01-22,5527
2011-01-25,10141
2011-01-24,9767
2011-01-27,10321
2011-01-26,9912
2011-01-29,5261
2011-01-28,9448
2013-03-19,20017
2011-02-08,10284
2011-02-09,10636
2011-02-02,10520
2011-02-03,10420
2011-02-01,10311
2011-02-06,5751
2011-02-07,9659
2011-02-04,9607
2011-02-05,5630
2010-06-25,6306
2010-06-24,7014
2010-06-27,2999
2010-06-26,3184
2010-06-21,6703
2010-06-20,3222
2010-06-23,7152
2010-06-22,7405
2010-06-29,7420
2010-06-28,6583
2012-05-21,13431
2011-06-06,10964
2011-06-07,11717
2011-06-04,5538
2011-06-05,5740
2011-06-02,11010
2011-06-03,10533
2011-06-01,12416
2011-06-08,11922
2011-06-09,12145
2013-09-30,17960
2010-02-18,6713
2010-02-19,6202
2010-02-14,3140
2010-02-15,5463
2010-02-16,6516
2010-02-17,6934
2010-02-10,6709
2010-02-11,6366
2010-02-12,6102
2010-02-13,3179
2009-10-08,5467
2009-10-09,4618
2009-10-06,4998
2009-10-07,5247
2009-10-04,2202
2009-10-05,4494
2009-10-02,4414
2009-10-03,2416
2009-10-01,4953
2009-09-13,2273
2009-09-12,2273
2009-09-11,4614
2009-09-10,4839
2009-09-17,4907
2009-09-16,4968
2009-09-15,4896
2009-09-14,4473
2009-09-19,2141
2009-09-18,4510
2008-09-14,551
2008-09-15,4616
2008-09-12,1516
2008-09-13,586
2008-09-10,1507
2010-10-31,3982
2010-10-30,3903
2008-09-11,1712
2009-05-08,4037
2009-05-09,1784
2012-11-14,15891
2012-11-15,16199
2012-11-12,14214
2012-11-13,14798
2012-11-10,7956
2012-11-11,7963
2009-05-01,3388
2008-08-31,523
2008-08-30,652
2009-05-04,3640
2009-05-05,4071
2009-05-06,4083
2009-05-07,4420
2009-10-20,5321
2009-06-18,4910
2009-06-19,4083
2009-06-16,4505
2009-06-17,4753
2009-06-14,1825
2009-06-15,4233
2009-06-12,4361
2009-06-13,1899
2009-06-10,4775
2009-06-11,4880
2009-10-28,5553
2009-10-29,5406
2008-11-30,916
2012-07-07,7300
2009-01-04,1425
2009-01-05,2338
2009-01-06,2919
2009-01-07,3096
2009-01-01,1018
2009-01-02,1936
2009-01-03,1317
2008-12-30,2137
2008-12-31,1743
2009-01-08,2906
2009-01-09,2748
2011-01-14,9194
2011-01-15,5061
2011-01-16,5342
2011-01-17,9109
2011-01-10,8939
2011-01-11,9770
2011-01-12,10040
2011-01-13,9974
2011-01-18,9742
2011-01-19,10290
2011-02-19,5647
2011-02-18,10126
2011-02-11,9716
2011-02-10,10706
2011-02-13,5510
2011-02-12,5444
2011-02-15,10704
2011-02-14,9634
2011-02-17,11006
2011-02-16,11144
2009-02-23,3117
2009-02-22,1704
2009-02-21,1582
2009-02-20,3128
2009-02-27,3441
2009-02-26,3800
2009-02-25,3471
2009-02-24,3500
2009-02-28,1469
2010-06-18,6293
2010-06-19,3335
2010-06-10,7361
2010-06-11,6522
2010-06-12,3029
2010-06-13,3325
2010-06-14,6278
2010-06-15,7037
2010-06-16,6986
2010-06-17,7159
2013-02-08,17220
2013-02-09,8324
2013-02-04,16531
2013-02-05,18431
2013-02-06,18928
2013-02-07,19119
2013-02-01,17007
2013-02-02,9250
2013-02-03,9289
2011-06-15,12331
2011-06-14,12055
2011-06-17,11218
2011-06-16,12393
2011-06-11,5307
2011-06-10,10933
2011-06-13,10560
2011-06-12,5417
2011-06-19,5339
2011-06-18,5826
2013-09-23,17755
2013-09-22,9313
2013-09-21,9592
2013-09-20,17770
2013-09-27,18159
2013-09-26,20230
2013-09-25,19828
2013-09-24,20035
2013-09-29,9882
2013-09-28,9417
2012-05-13,6675
2012-05-12,7139
2012-05-11,13948
2010-02-03,6603
2010-02-02,6629
2010-02-01,6040
2012-05-10,15301
2011-05-29,5289
2011-05-28,5556
2010-02-05,6203
2010-02-04,6655
2011-05-25,12363
2011-05-24,12053
2011-05-27,10745
2010-02-08,5874
2011-05-21,5546
2011-05-20,10951
2011-05-23,11171
2011-05-22,5546
2012-05-14,13879
2012-05-18,13590
2012-04-30,12722
2009-10-19,4557
2009-10-18,2359
2009-10-15,5260
2009-10-14,5155
2009-10-17,2209
2009-10-16,4430
2009-10-11,2278
2009-10-10,2351
2009-10-13,5120
2009-10-12,4599
2010-10-08,7184
2010-10-09,2847
2010-10-04,6801
2010-10-05,7455
2010-10-06,7902
2010-10-07,7778
2010-10-01,7008
2010-10-02,3607
2010-10-03,3507
2012-11-05,15326
2012-11-04,8093
2012-11-07,15958
2012-11-06,15958
2012-11-01,15384
2009-05-19,4397
2009-05-18,3880
2009-05-17,1854
2009-05-16,1882
2009-05-15,4051
2009-05-14,4668
2009-05-13,4751
2009-05-12,4159
2009-05-11,3607
2009-05-10,1651
2009-06-09,4656
2009-06-08,3912
2012-12-28,12060
2009-02-10,3516
2009-06-05,4206
2009-06-04,4994
2009-06-07,1814
2009-06-06,1909
2009-06-01,3633
2012-12-23,6669
2009-06-03,4508
2009-06-02,4390
2013-05-16,19171
2013-05-17,17108
2013-05-14,18466
2013-05-15,18893
2013-05-12,8753
2013-05-13,16816
2013-05-10,16348
2013-05-11,8784
2013-05-18,9128
2013-05-19,8866
2008-11-01,774
2008-11-02,997
2008-11-03,2117
2008-11-04,2718
2008-11-05,2462
2008-11-06,2811
2008-11-07,2542
2008-11-08,1078
2008-11-09,1003
2012-07-05,14967
2012-08-26,7030
2009-01-19,2700
2009-01-18,1390
2009-01-13,2882
2009-01-12,2766
2009-01-11,1564
2009-01-10,1373
2009-01-17,1338
2009-01-16,2691
2009-01-15,3093
2009-01-14,3002
2008-12-29,1767
2008-12-28,1004
2008-12-27,850
2008-12-26,822
2008-12-25,602
2008-12-24,1400
2008-12-23,2002
2008-12-22,1968
2008-12-21,937
2008-12-20,1002
2013-01-12,8893
2013-01-13,8594
2013-01-10,17305
2013-01-11,16174
2013-01-16,17492
2013-01-17,16980
2013-01-14,14525
2013-01-15,16955
2013-01-18,16528
2013-01-19,9018
2011-02-28,10557
2011-02-24,11433
2011-02-25,10483
2011-02-26,5777
2011-02-27,5626
2011-02-20,5896
2011-02-21,10145
2011-02-22,11320
2011-02-23,11730
2010-06-09,7298
2010-06-08,7052
2010-06-07,6509
2010-06-06,3243
2010-06-05,3532
2010-06-04,6830
2010-06-03,7048
2010-06-02,7127
2010-06-01,6495
2012-03-08,13650
2012-03-09,13349
2012-03-02,13810
2012-03-03,7578
2012-03-01,15008
2012-03-06,15310
2012-03-07,14812
2012-03-04,7785
2012-03-05,13649
2013-02-13,18512
2013-02-12,18029
2011-01-09,5066
2011-01-08,4732
2013-02-17,9358
2013-02-16,9559
2013-02-15,16455
2013-02-14,17963
2011-01-03,7197
2011-01-02,4186
2011-01-01,3166
2013-02-18,17094
2011-01-07,8837
2011-01-06,9418
2011-01-05,9419
2011-01-04,8878
2013-10-09,20909
2010-01-12,6374
2012-12-17,14529
2011-05-10,12215
2011-05-11,12355
2011-05-12,12044
2011-05-13,11352
2011-05-14,5740
2011-05-30,9067
2011-05-16,11030
2011-05-17,11908
2011-05-18,12087
2011-05-19,11966
2011-05-31,11329
2012-12-16,7779
2012-07-06,14491
2012-04-29,7230
2012-04-28,7831
2012-04-25,15302
2012-04-24,15097
2012-04-27,13873
2012-04-26,14970
2012-04-21,7774
2012-04-20,14019
2012-04-23,14232
2012-04-22,7818
2011-06-28,12031
2011-06-29,12187
2009-10-22,5433
2009-10-23,4925
2009-10-24,2532
2009-10-25,2493
2009-10-26,4595
2009-10-27,5465
2011-06-20,11298
2011-06-21,12580
2011-06-22,12635
2011-06-23,12249
2011-06-24,11081
2011-06-25,5528
2011-06-26,5461
2011-06-27,10928
2011-10-12,12053
2011-10-13,11811
2011-10-10,10657
2011-10-11,11856
2011-10-16,5699
2011-10-17,10948
2011-10-14,11092
2011-10-15,5714
2011-10-18,12066
2011-10-19,12427
2012-07-04,13176
2013-10-30,20397
2013-10-31,19511
2010-10-13,7825
2010-10-12,7898
2010-10-11,6969
2010-10-10,3763
2010-10-17,3858
2010-10-16,3787
2010-10-15,7337
2010-10-14,8166
2010-10-19,8057
2010-10-18,7422
2012-07-08,6886
2012-07-09,14529
2013-06-23,8326
2012-07-02,13761
2008-08-11,513
2009-06-30,4708
2012-12-31,9108
2012-12-30,7402
2012-07-03,15321
2008-08-10,235
2013-05-05,8708
2013-05-04,9104
2013-05-07,18234
2013-05-06,15922
2013-05-01,14866
2013-05-03,16689
2013-05-02,18206
2013-05-09,17756
2013-05-08,18456
2013-06-28,17172
2013-06-29,8776
2013-06-26,19487
2013-06-27,19545
2013-06-24,17470
2013-06-25,19125
2013-06-22,8827
2012-03-31,7643
2013-06-20,19169
2013-06-21,17170
2012-03-30,14062
2012-11-30,15197
